,potentialid,contract_city,contract_state,address,retailer_id,approval_date,expiry_date,cf_pot_nganh_hang,lat,lng,House_number,Street,Ward,District,City,progress
234,,,,,,,,,10.76222,106.69787,117,Đường Bến Vân Đồn,Phường 6,Quận 4,Hồ Chí Minh,True
235,,,,,,,,,10.76352,106.70315,9,Đường Đoàn Văn Bơ,Phường 9,Quận 4,Hồ Chí Minh,True
236,,,,,,,,,10.89733,106.8833,,,Phường An Hòa,Biên Hòa,Đồng Nai,True
237,,,,,,,,,,,,,,,,True
238,,,,,,,,,10.75679,106.70322,13,Đường Số 13,Phường 4,Quận 4,Hồ Chí Minh,True
239,,,,,,,,,10.75298,106.69169,1,Đường Tôn Thất Thuyết,Phường 1,Quận 4,Hồ Chí Minh,True
240,,,,,,,,,10.76268,106.6986,151,Đường Bến Vân Đồn,Phường 6,Quận 4,Hồ Chí Minh,True
241,,,,,,,,,10.75711,106.70437,53,Đường Số 16,Phường 4,Quận 4,Hồ Chí Minh,True
242,,,,,,,,,10.76201,106.70581,256,Đường Đoàn Văn Bơ,Phường 13,Quận 4,Hồ Chí Minh,True
243,,,,,,,,,35.18142,136.90668,,,,名古屋市,,True
244,,,,,,,,,10.76431,106.70177,,Hẻm 20 Đoàn Văn Bơ,Phường 9,Quận 4,Hồ Chí Minh,True
245,,,,,,,,,10.76365,106.69964,132,Đường Bến Vân Đồn,Phường 6,Quận 4,Hồ Chí Minh,True
246,,,,,,,,,10.76268,106.6986,151,Đường Bến Vân Đồn,Phường 6,Quận 4,Hồ Chí Minh,True
247,,,,,,,,,10.76622,106.70607,15/18A,Đường Đoàn Như Hài,Phường 13,Quận 4,Hồ Chí Minh,True
248,,,,,,,,,10.81561,106.67441,151,Đường Bạch Đằng,Phường 2,Quận Tân Bình,Hồ Chí Minh,True
249,,,,,,,,,10.49101,105.56985,,,Phường 11,Cao Lãnh,Đồng Tháp,True
250,,,,,,,,,,,,,,,,True
251,,,,,,,,,10.76268,106.6986,151,Đường Bến Vân Đồn,Phường 6,Quận 4,Hồ Chí Minh,True
252,,,,,,,,,10.75986,106.69838,274,Đường Khánh Hội,Phường 2,Quận 4,Hồ Chí Minh,True
253,,,,,,,,,10.76083,106.71119,,,Phường 13,Quận 4,Hồ Chí Minh,True
254,,,,,,,,,10.76117,106.70693,354/20,Hẻm 354 Đoàn Văn Bơ,Phường 10,Quận 4,Hồ Chí Minh,True
255,,,,,,,,,10.75679,106.70322,13,Đường Số 13,Phường 4,Quận 4,Hồ Chí Minh,True
256,,,,,,,,,,,,,,,,True
257,,,,,,,,,10.75518,106.70173,85,Hẻm 73/3 Đường Khánh Hội,Phường 3,Quận 4,Hồ Chí Minh,True
258,,,,,,,,,,,,,,,,True
259,,,,,,,,,10.76083,106.70768,16,Đường Đoàn Văn Bơ,Phường 13,Quận 4,Hồ Chí Minh,True
260,,,,,,,,,10.80938,106.69534,110/12,Đường Nơ Trang Long,Phường 11,Quận Bình Thạnh,Hồ Chí Minh,True
261,,,,,,,,,10.76365,106.69964,132,Đường Bến Vân Đồn,Phường 6,Quận 4,Hồ Chí Minh,True
262,,,,,,,,,10.75892,106.71126,71,Đường Xóm Chiếu,Phường 18,Quận 4,Hồ Chí Minh,True
263,,,,,,,,,10.28369,105.81843,,,Xã An Hiệp,Huyện Châu Thành,Đồng Tháp,True
264,,,,,,,,,,,,,,,,True
265,,,,,,,,,10.75716,106.71015,,Đường Xóm Chiếu,Phường 16,Quận 4,Hồ Chí Minh,True
266,,,,,,,,,10.75586,106.70521,312/31B,Hẻm 312 Đường Tôn Đản,Phường 4,Quận 4,Hồ Chí Minh,True
267,,,,,,,,,10.7545,106.69633,12/86,Đường Nguyễn Khoái,Phường 2,Quận 4,Hồ Chí Minh,True
268,,,,,,,,,10.78233,106.67909,1,Đường Nguyễn Phúc Nguyên,Phường 9,Quận 3,Hồ Chí Minh,True
269,,,,,,,,,10.76286,106.69891,151-155,Đường Bến Vân Đồn,Phường 6,Quận 4,Hồ Chí Minh,True
270,,,,,,,,,10.76268,106.6986,151,Đường Bến Vân Đồn,Phường 6,Quận 4,Hồ Chí Minh,True
271,,,,,,,,,10.766,106.70575,37/8,Đường Đoàn Như Hài,Phường 13,Quận 4,Hồ Chí Minh,True
272,,,,,,,,,10.75385,106.70057,15,Hẻm 195 Tôn Thất Thuyết,Phường 3,Quận 4,Hồ Chí Minh,True
273,,,,,,,,,10.76328,106.70374,135,Đường Hoàng Diệu,Phường 9,Quận 4,Hồ Chí Minh,True
274,,,,,,,,,10.75594,106.6938,91,Đường Nguyễn Khoái,Phường 2,Quận 4,Hồ Chí Minh,True
275,,,,,,,,,10.75409,106.70829,,,Phường 15,Quận 4,Hồ Chí Minh,True
276,,,,,,,,,11.11877,106.32516,,,Xã Phước Đông,Huyện Gò Dầu,Tây Ninh,True
277,,,,,,,,,10.76293,106.70027,129,Đường Nguyễn Hữu Hào,Phường 6,Quận 4,Hồ Chí Minh,True
278,,,,,,,,,10.7561,106.70473,114,Đường Vĩnh Hội,Phường 4,Quận 4,Hồ Chí Minh,True
279,,,,,,,,,10.23357,103.95397,268,Đường Trần Phú,Phường Dương Đông,Phú Quốc,Kiên Giang,True
280,,,,,,,,,10.75577,106.69014,346,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
281,,,,,,,,,10.76326,106.70815,117A,Đường Nguyễn Tất Thành,Phường 13,Quận 4,Hồ Chí Minh,True
282,,,,,,,,,,,,,,,,True
283,,,,,,,,,10.75952,106.7114,C44,Đường Xóm Chiếu,Phường 18,Quận 4,Hồ Chí Minh,True
284,,,,,,,,,10.77585,106.68433,205/8,Hẻm 205 Cách Mạng Tháng 8,Phường 4,Quận 3,Hồ Chí Minh,True
285,,,,,,,,,10.75781,106.71138,B111/19/1,Hẻm 111 Xóm Chiếu,Phường 16,Quận 4,Hồ Chí Minh,True
286,,,,,,,,,10.75323,106.69526,9,Đường Nguyễn Khoái,Phường 1,Quận 4,Hồ Chí Minh,True
287,,,,,,,,,10.75534,106.70122,4,Đường Số 48,Phường 3,Quận 4,Hồ Chí Minh,True
288,,,,,,,,,10.7565,106.6918,346,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
289,,,,,,,,,,,,,,,,True
290,,,,,,,,,10.75297,106.69337,,Đường Tôn Thất Thuyết,Phường 1,Quận 4,Hồ Chí Minh,True
291,,,,,,,,,37.25859,127.01598,,,,Suwon,South Korea,True
292,,,,,,,,,,,,,,,,True
293,,,,,,,,,,,,,,,,True
294,,,,,,,,,10.76103,106.70741,368,Đường Đoàn Văn Bơ,Phường 13,Quận 4,Hồ Chí Minh,True
295,,,,,,,,,10.76642,106.70593,15/2,Hẻm 15 Đường Đoàn Như Hài,Phường 13,Quận 4,Hồ Chí Minh,True
296,,,,,,,,,10.75745,106.70231,61,Đường Số 13,Phường 4,Quận 4,Hồ Chí Minh,True
297,,,,,,,,,10.75907,106.70285,130,Đường Bến Vân Đồn,Phường 8,Quận 4,Hồ Chí Minh,True
298,,,,,,,,,,,,,,,,True
299,,,,,,,,,10.75362,106.70914,92B/15/29,Hẻm 109 Tôn Thất Thuyết,Phường 15,Quận 4,Hồ Chí Minh,True
300,,,,,,,,,9.63314,106.26752,,,Xã Định An,Huyện Trà Cú,Trà Vinh,True
301,,,,,,,,,10.7649,106.70929,53,Đường Đoàn Như Hài,Phường 13,Quận 4,Hồ Chí Minh,True
302,,,,,,,,,10.75363,106.7065,165/48,Đường Tôn Thất Thuyết,Phường 15,Quận 4,Hồ Chí Minh,True
303,,,,,,,,,10.83278,106.68435,10,Hẻm C Đường Số 4,Phường 7,Quận Gò Vấp,Hồ Chí Minh,True
304,,,,,,,,,,,,,,,,True
305,,,,,,,,,10.7592,106.69947,85,Đường Số 45,Phường 6,Quận 4,Hồ Chí Minh,True
306,,,,,,,,,10.75997,106.69612,,Đường Bến Vân Đồn,Phường 2,Quận 4,Hồ Chí Minh,True
307,,,,,,,,,10.76385,106.70009,127,Đường Bến Vân Đồn,Phường 9,Quận 4,Hồ Chí Minh,True
308,,,,,,,,,10.76505,106.70676,22,Đường Hoàng Diệu,Phường 13,Quận 4,Hồ Chí Minh,True
309,,,,,,,,,10.75572,106.69019,360,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
310,,,,,,,,,,,,,,,,True
311,,,,,,,,,10.75306,106.69786,239,Đường Tôn Thất Thuyết,Phường 3,Quận 4,Hồ Chí Minh,True
312,,,,,,,,,10.87439,106.76235,KP2,Quốc Lộ 1A,Phường Linh Xuân,Thủ Đức,Hồ Chí Minh,True
313,,,,,,,,,10.7565,106.6918,346,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
314,,,,,,,,,10.76358,106.70797,97,Đường Nguyễn Tất Thành,Phường 13,Quận 4,Hồ Chí Minh,True
315,,,,,,,,,10.76127,106.7072,323,Đường Đoàn Văn Bơ,Phường 13,Quận 4,Hồ Chí Minh,True
316,,,,,,,,,,,,,,,,True
317,,,,,,,,,10.75621,106.70331,35,Đường Vĩnh Hội,Phường 4,Quận 4,Hồ Chí Minh,True
318,,,,,,,,,10.75614,106.70341,45,Đường Vĩnh Hội,Phường 4,Quận 4,Hồ Chí Minh,True
319,,,,,,,,,,,,,,,,True
320,,,,,,,,,10.75326,106.71475,S16,Đường Tôn Thất Thuyết,Phường 18,Quận 4,Hồ Chí Minh,True
321,,,,,,,,,10.79727,106.67998,48,Đường Nguyễn Trọng Tuyển,Phường 15,Quận Phú Nhuận,Hồ Chí Minh,True
322,,,,,,,,,10.75637,106.70126,11,Đường Khánh Hội,Phường 3,Quận 4,Hồ Chí Minh,True
323,,,,,,,,,10.7585,106.69596,254/33/30,Hẻm 254/33 Đường Bên Vân Đồn,Phường 2,Quận 4,Hồ Chí Minh,True
324,,,,,,,,,10.76113,106.69979,,,Phường 6,Quận 4,Hồ Chí Minh,True
325,,,,,,,,,10.75895,106.70864,132/40,Hẻm 132 Đoàn Văn Bơ,Phường 14,Quận 4,Hồ Chí Minh,True
326,,,,,,,,,10.75574,106.69406,86,Đường Nguyễn Khoái,Phường 2,Quận 4,Hồ Chí Minh,True
327,,,,,,,,,10.754,106.70592,C353/9,Đường Tôn Đản,Phường 4,Quận 4,Hồ Chí Minh,True
328,,,,,,,,,10.76346,106.70346,126,Đường Đoàn Văn Bơ,Phường 9,Quận 4,Hồ Chí Minh,True
329,,,,,,,,,10.76288,106.69858,148,Đường Bến Vân Đồn,Phường 6,Quận 4,Hồ Chí Minh,True
330,,,,,,,,,,,,,,,,True
331,,,,,,,,,10.764,106.70684,43/12,Hẻm 43 Hoàng Diệu,Phường 13,Quận 4,Hồ Chí Minh,True
332,,,,,,,,,10.7565,106.6918,346,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
333,,,,,,,,,10.75696,106.6512,214,Đường Nguyễn Thị Nhỏ,Phường 16,Quận 11,Hồ Chí Minh,True
334,,,,,,,,,10.76236,106.70845,204,Đường Nguyễn Tất Thành,Phường 13,Quận 4,Hồ Chí Minh,True
335,,,,,,,,,10.76491,106.70687,13,Đường Hoàng Diệu,Phường 13,Quận 4,Hồ Chí Minh,True
336,,,,,,,,,10.75849,106.70027,15,Đường Số 41,Phường 6,Quận 4,Hồ Chí Minh,True
337,,,,,,,,,10.75644,106.7059,280,Đường Tôn Đản,Phường 4,Quận 4,Hồ Chí Minh,True
338,,,,,,,,,10.75777,106.70114,I13,Hẻm I Đường Số 38,Phường 4,Quận 4,Hồ Chí Minh,True
339,,,,,,,,,10.76106,106.69891,G52,Đường Số 50,Phường 6,Quận 4,Hồ Chí Minh,True
340,,,,,,,,,10.28563,104.64465,17,Đường Mạc Cửu,Thị Trấn Kiên Lương,Huyện Kiên Lương,Kiên Giang,True
341,,,,,,,,,10.75669,106.70337,11,Đường Số 13,Phường 4,Quận 4,Hồ Chí Minh,True
342,,,,,,,,,10.74176,106.67133,2,Đường Số 15,Phường 4,Quận 8,Hồ Chí Minh,True
343,,,,,,,,,10.75769,106.69257,155,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
344,,,,,,,,,10.72585,106.62464,,Đường Hoàng Ngân,Phường 16,Quận 8,Hồ Chí Minh,True
345,,,,,,,,,10.80636,105.21002,,Phà Tân An,,Thị Xã Tân Châu,An Giang,True
346,,,,,,,,,10.7565,106.6918,346,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
347,,,,,,,,,10.75995,106.71268,171,Đường Nguyễn Tất Thành,Phường 18,Quận 4,Hồ Chí Minh,True
348,,,,,,,,,11.48793,106.61463,,,Xã Minh Hưng,Huyện Chơn Thành,Bình Phước,True
349,,,,,,,,,10.75522,106.68968,360G,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
350,,,,,,,,,10.76044,106.70858,417,Đường Đoàn Văn Bơ,Phường 13,Quận 4,Hồ Chí Minh,True
351,,,,,,,,,,,,,,,,True
352,,,,,,,,,10.75367,106.71123,84/2BIS,Hẻm 84 Tôn Thất Thuyết,Phường 16,Quận 4,Hồ Chí Minh,True
353,,,,,,,,,13.77494,109.22703,205,Đường Lê Hồng Phong,Phường Lê Hồng Phong,Quy Nhơn,Bình Định,True
354,,,,,,,,,10.76346,106.70346,126,Đường Đoàn Văn Bơ,Phường 9,Quận 4,Hồ Chí Minh,True
355,,,,,,,,,10.80248,106.65984,22A,Hẻm 9 Giải Phóng,Phường 4,Quận Tân Bình,Hồ Chí Minh,True
356,,,,,,,,,10.766,106.70575,37/8,Đường Đoàn Như Hài,Phường 13,Quận 4,Hồ Chí Minh,True
357,,,,,,,,,10.75872,106.68811,26/12,Đường Nguyễn Cảnh Chân,Phường Cầu Kho,Quận 1,Hồ Chí Minh,True
358,,,,,,,,,10.75554,106.71676,B60,Nguyễn Thần Hiến,Phường 18,Quận 4,Hồ Chí Minh,True
359,,,,,,,,,10.75608,106.70409,86,Đường Vĩnh Hội,Phường 4,Quận 4,Hồ Chí Minh,True
360,,,,,,,,,10.75482,106.7016,73/7,Hẻm 73 Khánh Hội,Phường 3,Quận 4,Hồ Chí Minh,True
361,,,,,,,,,10.79902,106.68961,120,Đường Nguyễn Công Hoan,Phường 7,Quận Phú Nhuận,Hồ Chí Minh,True
362,,,,,,,,,10.76366,106.70314,102,Đường Đoàn Văn Bơ,Phường 9,Quận 4,Hồ Chí Minh,True
363,,,,,,,,,,,,,,,,True
364,,,,,,,,,10.75863,106.69441,283,Đường Bến Vân Đồn,Phường 2,Quận 4,Hồ Chí Minh,True
365,,,,,,,,,10.75594,106.70688,243/44,Hẻm 243 Tôn Đản,Phường 15,Quận 4,Hồ Chí Minh,True
366,,,,,,,,,10.26259,105.54162,2,QL.91,Phường Thốt Nốt,Quận Thốt Nốt,Cần Thơ,True
367,,,,,,,,,10.75821,106.70108,32,Đường Tân Vĩnh,Phường 4,Quận 4,Hồ Chí Minh,True
368,,,,,,,,,10.76032,106.70689,96/32A,Hẻm 96 Tôn Đản,Phường 10,Quận 4,Hồ Chí Minh,True
369,,,,,,,,,10.75461,106.692,11M1,Đường Tôn Thất Thuyết,Phường 1,Quận 4,Hồ Chí Minh,True
370,,,,,,,,,10.7565,106.6918,346,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
371,,,,,,,,,10.75617,106.70409,77,Đường Vĩnh Hội,Phường 4,Quận 4,Hồ Chí Minh,True
372,,,,,,,,,10.85904,106.76201,38,Đường Số 16,Phường Linh Chiểu,Thủ Đức,Hồ Chí Minh,True
373,,,,,,,,,10.76605,106.70344,20,Đường Nguyễn Trường Tộ,Phường 13,Quận 4,Hồ Chí Minh,True
374,,,,,,,,,,,,,,,,True
375,,,,,,,,,10.7612,106.70554,122/38/41,Đường Vĩnh Khánh,Phường 10,Quận 4,Hồ Chí Minh,True
376,,,,,,,,,10.76071,106.70738,,Đường Tôn Đản,Phường 10,Quận 4,Hồ Chí Minh,True
377,,,,,,,,,10.76469,106.70229,11,Đường Đoàn Văn Bơ,Phường 13,Quận 4,Hồ Chí Minh,True
378,,,,,,,,,10.76416,106.70454,,,,Quận 4,Hồ Chí Minh,True
379,,,,,,,,,10.75846,106.71441,,Hẻm 448B Nguyễn Tất Thành,Phường 18,Quận 4,Hồ Chí Minh,True
380,,,,,,,,,10.76182,106.70084,,Đường Nguyễn Hữu Hào,Phường 9,Quận 4,Hồ Chí Minh,True
381,,,,,,,,,10.74086,106.67083,37,Đường Đông Hồ,Phường 4,Quận 8,Hồ Chí Minh,True
382,,,,,,,,,10.7569,106.70577,266/2/10,Hẻm 266/2 Tôn Đản,Phường 15,Quận 4,Hồ Chí Minh,True
383,,,,,,,,,10.76093,106.70289,8,Đường Vĩnh Khánh,Phường 8,Quận 4,Hồ Chí Minh,True
384,,,,,,,,,10.76234,106.70745,12,Đường Tôn Đản,Phường 13,Quận 4,Hồ Chí Minh,True
385,,,,,,,,,10.75614,106.70319,37,Đường Vĩnh Hội,Phường 4,Quận 4,Hồ Chí Minh,True
386,,,,,,,,,10.75924,106.69901,236,Đường Khánh Hội,Phường 2,Quận 4,Hồ Chí Minh,True
387,,,,,,,,,10.75468,106.68916,S360/5,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
388,,,,,,,,,10.76189,106.70633,4,Đường Lê Văn Linh,Phường 13,Quận 4,Hồ Chí Minh,True
389,,,,,,,,,,,,,,,,True
390,,,,,,,,,,,,,,,,True
391,,,,,,,,,10.7411,106.67079,29,Đường Đông Hồ,Phường 4,Quận 8,Hồ Chí Minh,True
392,,,,,,,,,10.76006,106.70717,71,Đường Tôn Đản,Phường 14,Quận 4,Hồ Chí Minh,True
393,,,,,,,,,10.01784,105.07861,,,Phường Vĩnh Quang,Rạch Giá,Kiên Giang,True
394,,,,,,,,,10.76509,106.70676,18,Đường Hoàng Diệu,Phường 13,Quận 4,Hồ Chí Minh,True
395,,,,,,,,,10.37552,105.42703,1,Đường Trần Khắc Chung,Phường Đông Xuyên,Long Xuyên,An Giang,True
396,,,,,,,,,10.7629,106.70346,159,Đường Hoàng Diệu,Phường 9,Quận 4,Hồ Chí Minh,True
397,,,,,,,,,10.75585,106.70128,115,Đường Khánh Hội,Phường 3,Quận 4,Hồ Chí Minh,True
398,,,,,,,,,10.75522,106.68968,360G,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
399,,,,,,,,,10.85509,106.76334,47,Đường Số 20,Phường Linh Chiểu,Thủ Đức,Hồ Chí Minh,True
400,,,,,,,,,10.76385,106.70423,112,Đường Hoàng Diệu,Phường 13,Quận 4,Hồ Chí Minh,True
401,,,,,,,,,,,,,,,,True
402,,,,,,,,,19.81232,105.77501,,,Phường Điện Biên,Thanh Hóa,Thanh Hóa,True
403,,,,,,,,,10.76118,106.70558,232,Đường Vĩnh Khánh,Phường 10,Quận 4,Hồ Chí Minh,True
404,,,,,,,,,10.7639,106.7047,94,Hẻm 110 Đường Lê Quốc Hưng,Phường 13,Quận 4,Hồ Chí Minh,True
405,,,,,,,,,10.75773,106.70053,11A,Đường Số 45,Phường 6,Quận 4,Hồ Chí Minh,True
406,,,,,,,,,,,,,,,,True
407,,,,,,,,,,,,,,,,True
408,,,,,,,,,10.83695,106.762,18,Đường Số 4,Phường Trường Thọ,Thủ Đức,Hồ Chí Minh,True
409,,,,,,,,,10.7536,106.71698,10,Đường Tôn Thất Thuyết,Phường 18,Quận 4,Hồ Chí Minh,True
410,,,,,,,,,11.12995,106.24938,43,QL.22B,Xã Phước Trạch,Huyện Gò Dầu,Tây Ninh,True
411,,,,,,,,,11.93639,108.44983,,Đường Khởi Nghĩa Bắc Sơn,,Đà Lạt,Lâm Đồng,True
412,,,,,,,,,10.75338,106.71376,68,Đường Tôn Thất Thuyết,Phường 16,Quận 4,Hồ Chí Minh,True
413,,,,,,,,,10.76051,106.69984,281,Đường Hoàng Diệu,Phường 6,Quận 4,Hồ Chí Minh,True
414,,,,,,,,,10.75865,106.71157,457,Đường Đoàn Văn Bơ,Phường 18,Quận 4,Hồ Chí Minh,True
415,,,,,,,,,10.76106,106.7063,320/66,Đường Vĩnh Khánh,Phường 10,Quận 4,Hồ Chí Minh,True
416,,,,,,,,,20.89403,105.76305,25,Phố Bình Đà,Xã Bình Minh,Huyện Thanh Oai,Hà Nội,True
417,,,,,,,,,10.76415,106.70656,43/8,Hẻm 43 Hoàng Diệu,Phường 13,Quận 4,Hồ Chí Minh,True
418,,,,,,,,,10.87677,106.50585,2,Đường Mỹ Hạnh,Xã Mỹ Hạnh Bắc,Huyện Đức Hòa,Long An,True
419,,,,,,,,,10.7603,106.70189,T8,Đường Nguyễn Hữu Hào,Phường 8,Quận 4,Hồ Chí Minh,True
420,,,,,,,,,10.75939,106.71159,45B,Đường Xóm Chiếu,Phường 18,Quận 4,Hồ Chí Minh,True
421,,,,,,,,,11.87739,106.59394,,,,Huyện Lộc Ninh,Bình Phước,True
422,,,,,,,,,10.75828,106.70918,,,Phường 14,Quận 4,Hồ Chí Minh,True
423,,,,,,,,,,,,,,,,True
424,,,,,,,,,10.76977,106.71198,,,Phường Thủ Thiêm,Thủ Đức,Hồ Chí Minh,True
425,,,,,,,,,,,,,,,,True
426,,,,,,,,,10.75769,106.70891,538/163,Hẻm 538 Đoàn Văn Bơ,Phường 14,Quận 4,Hồ Chí Minh,True
427,,,,,,,,,10.75602,106.70469,118,Đường Vĩnh Hội,Phường 4,Quận 4,Hồ Chí Minh,True
428,,,,,,,,,10.76778,106.70403,X17/1,Đường Bến Vân Đồn,Phường 13,Quận 4,Hồ Chí Minh,True
429,,,,,,,,,10.76051,106.71145,330B,Đường Nguyễn Tất Thành,Phường 13,Quận 4,Hồ Chí Minh,True
430,,,,,,,,,10.76082,106.69797,,Đường Cư Xá Vĩnh Hội,Phường 2,Quận 4,Hồ Chí Minh,True
431,,,,,,,,,10.76031,106.69664,223,Đường Bến Vân Đồn,Phường 2,Quận 4,Hồ Chí Minh,True
432,,,,,,,,,10.75468,106.69145,,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
433,,,,,,,,,10.75323,106.69526,9,Đường Nguyễn Khoái,Phường 1,Quận 4,Hồ Chí Minh,True
434,,,,,,,,,13.04917,109.32884,,,Phường Phú Thạnh,Tuy Hòa,Phú Yên,True
435,,,,,,,,,10.76632,106.70604,15/6,Hẻm 15 Đường Đoàn Như Hài,Phường 13,Quận 4,Hồ Chí Minh,True
436,,,,,,,,,10.76778,106.70403,X17/1,Đường Bến Vân Đồn,Phường 13,Quận 4,Hồ Chí Minh,True
437,,,,,,,,,10.23946,105.98422,191,Đường Trần Đại Nghĩa,Phường 4,Vĩnh Long,Vĩnh Long,True
438,,,,,,,,,10.75572,106.69302,131C,Đường Nguyễn Khoái,Phường 1,Quận 4,Hồ Chí Minh,True
439,,,,,,,,,10.75302,106.69363,315A,Đường Tôn Thất Thuyết,Phường 1,Quận 4,Hồ Chí Minh,True
440,,,,,,,,,10.75527,106.70025,B1,Đường Vĩnh Hội,Phường 3,Quận 4,Hồ Chí Minh,True
441,,,,,,,,,10.75584,106.70129,113,Đường Khánh Hội,Phường 3,Quận 4,Hồ Chí Minh,True
442,,,,,,,,,10.75868,106.69947,71,Đường Khánh Hội,Phường 3,Quận 4,Hồ Chí Minh,True
443,,,,,,,,,10.76522,106.70734,8,Đường Hoàng Diệu,Phường 13,Quận 4,Hồ Chí Minh,True
444,,,,,,,,,10.75718,106.69192,337,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
445,,,,,,,,,10.79789,106.64709,17,Đường Hoàng Hoa Thám,Phường 13,Quận Tân Bình,Hồ Chí Minh,True
446,,,,,,,,,10.75769,106.69257,155,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
447,,,,,,,,,10.75605,106.70346,62,Đường Vĩnh Hội,Phường 4,Quận 4,Hồ Chí Minh,True
448,,,,,,,,,,,,,,,,True
449,,,,,,,,,10.76161,106.7013,243,Đường Hoàng Diệu,Phường 9,Quận 4,Hồ Chí Minh,True
450,,,,,,,,,10.7565,106.6918,346,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
451,,,,,,,,,10.75922,106.70222,243/13,Hẻm 243 Đường Hoàng Diệu,Phường 8,Quận 4,Hồ Chí Minh,True
452,,,,,,,,,,,,,,,,True
453,,,,,,,,,10.76086,106.70336,598D,Đường Vĩnh Khánh,Phường 10,Quận 4,Hồ Chí Minh,True
454,,,,,,,,,10.75866,106.69419,285,Đường Bến Vân Đồn,Phường 2,Quận 4,Hồ Chí Minh,True
455,,,,,,,,,10.76047,106.69752,,Hẻm 209 Bến Vân Đồn,Phường 2,Quận 4,Hồ Chí Minh,True
456,,,,,,,,,10.83561,106.67735,212/5,Hẻm 212 Nguyễn Oanh,Phường 17,Quận Gò Vấp,Hồ Chí Minh,True
457,,,,,,,,,18.69077,105.6685,71,Đường Tản Đà,Phường Quán Bàu,Vinh,Nghệ An,True
458,,,,,,,,,10.75298,106.69169,1,Đường Tôn Thất Thuyết,Phường 1,Quận 4,Hồ Chí Minh,True
459,,,,,,,,,10.80052,106.75363,136H,Đường Mai Chí Thọ,Phường An Phú,Thủ Đức,Hồ Chí Minh,True
460,,,,,,,,,10.77357,106.68291,4,Đường Số 2,Phường 4,Quận 3,Hồ Chí Minh,True
461,,,,,,,,,11.28823,106.06718,,,,Huyện Châu Thành,Tây Ninh,True
462,,,,,,,,,10.88461,106.65298,T3/3,Đường Lê Thị Riêng,Phường Thới An,Quận 12,Hồ Chí Minh,True
463,,,,,,,,,10.76397,106.70263,58,Đường Đoàn Văn Bơ,Phường 9,Quận 4,Hồ Chí Minh,True
464,,,,,,,,,10.75998,106.69886,384,Đường Hoàng Diệu,Phường 6,Quận 4,Hồ Chí Minh,True
465,,,,,,,,,10.76234,106.70745,12,Đường Tôn Đản,Phường 13,Quận 4,Hồ Chí Minh,True
466,,,,,,,,,10.75679,106.70322,13,Đường Số 13,Phường 4,Quận 4,Hồ Chí Minh,True
467,,,,,,,,,10.75721,106.69196,336,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
468,,,,,,,,,10.75568,106.70671,174,Đường Tôn Đản,Phường 15,Quận 4,Hồ Chí Minh,True
469,,,,,,,,,10.75312,106.70297,183F,Đường Tôn Thất Thuyết,Phường 4,Quận 4,Hồ Chí Minh,True
470,,,,,,,,,10.7551,106.71835,504,Đường Nguyễn Tất Thành,Phường 18,Quận 4,Hồ Chí Minh,True
471,,,,,,,,,10.75647,106.69614,64/57/39,Hẻm 64/57 Nguyễn Khoái,Phường 2,Quận 4,Hồ Chí Minh,True
472,,,,,,,,,10.75297,106.69337,,Đường Tôn Thất Thuyết,Phường 1,Quận 4,Hồ Chí Minh,True
473,,,,,,,,,10.76344,106.70495,13,Hẻm 130 Lê Quốc Hưng,Phường 13,Quận 4,Hồ Chí Minh,True
474,,,,,,,,,10.7649,106.70695,5,Đường Hoàng Diệu,Phường 13,Quận 4,Hồ Chí Minh,True
475,,,,,,,,,10.81556,106.69576,41/41/12,Đường Trần Quý Cáp,Phường 11,Quận Bình Thạnh,Hồ Chí Minh,True
476,,,,,,,,,10.75998,106.69886,384,Đường Hoàng Diệu,Phường 6,Quận 4,Hồ Chí Minh,True
477,,,,,,,,,10.77277,106.68087,27,Đường Số 2,Phường 4,Quận 3,Hồ Chí Minh,True
478,,,,,,,,,10.75592,106.69063,,Đường Bến Vân Đồn,Phường 1,Quận 4,Hồ Chí Minh,True
479,,,,,,,,,,,,,,,,True
480,,,,,,,,,,,,,,,,True
