,potentialid,contract_city,contract_state,address,retailer_id,approval_date,expiry_date,cf_pot_nganh_hang,lat,lng,House_number,Street,Ward,District,City,progress
9327,10587462.0,hồ chí minh,quận 4,"168/38 đoàn văn bơ, phường 9, quận 4, tp. hồ chí minh",600174.0,2019-12-31,2022-06-30,61,,,,,,,,
9328,59079.0,hồ chí minh,quận 4,"155 tôn thất thuyết, p.15, q.4, tp.hcm",29680.0,2018-01-30,2024-09-29,63,,,,,,,,
9329,5660554.0,hồ chí minh,quận 4,"199 hoàng diệu, phường 8, quận 4, tp.hồ chí minh",393176.0,2019-02-15,2024-02-28,3472,,,,,,,,
9330,56127343.0,hồ chí minh,quận 4,"xã tân bình, thị xã lagi , bình thuận",500378857.0,2023-11-14,2024-11-10,61,,,,,,,,
9331,44388459.0,hồ chí minh,quận 4,"11a đường 45, phường: 6, quận/huyện: 4, tỉnh/thành phố: hồ chí minh",500033516.0,2022-11-24,2025-12-05,77,,,,,,,,
9332,47950022.0,hồ chí minh,quận 4,"186 đoàn văn bơ, phường 8, quận 4, tp. hồ chí minh",500138488.0,2023-02-28,2024-02-23,77,,,,,,,,
9333,8442907.0,hồ chí minh,quận 4,"107 vĩnh hội, p4, quận 4, tp.hcm",517688.0,2019-08-30,2022-08-30,3949,,,,,,,,
9334,57937030.0,hồ chí minh,quận 4,240 đoàn văn bơ - quận 4,500422768.0,2023-12-30,2026-08-30,15,,,,,,,,
9335,1262578.0,hồ chí minh,quận 4,599 cách mạng tháng 8,167802.0,,2018-11-10,77,,,,,,,,
9336,17468419.0,hồ chí minh,quận 4,"số 7, đường số 45, phường 06, quận 4, thành phố hồ chí minh, việt nam",806992.0,2020-11-05,2023-02-04,77,,,,,,,,
9337,43419161.0,hồ chí minh,quận 4,12 tôn đản p13 quận 4,200018777.0,2022-09-30,2023-12-28,63922,,,,,,,,
9338,9261866.0,hồ chí minh,quận 4,"29, đưuòng số 45, phường 6, quận 4, hcm",552306.0,2019-10-15,2023-10-14,15,,,,,,,,
9339,15542166.0,hồ chí minh,quận 4,209/23 tôn thất thuyết p.3 quận 4 hcm,771278.0,2020-09-19,2023-09-25,61,,,,,,,,
9340,49593331.0,hồ chí minh,quận 4,"198/167 đoàn văn bơ, phường 10, quận 4, hồ chí minh",500196194.0,2023-04-22,2024-04-21,67,,,,,,,,
9341,44067627.0,hồ chí minh,quận 4,"78 bis tôn thất thuyết, phường 16, quận 4, hồ chí minh",1508594.0,2022-10-22,2025-01-25,67,,,,,,,,
9342,40403332.0,hồ chí minh,quận 4,"178/35 đoàn văn bơ, phường 9, quận 4, thành phố hồ chí minh.",1351281.0,2022-06-09,2024-09-07,3949,,,,,,,,
9343,30288717.0,hồ chí minh,quận 4,"tòa a3 gold view, 346 bên vân đồn, phường 1, quận 4, hcm",961628.0,2021-06-25,2023-12-24,77,,,,,,,,
9344,25293943.0,hồ chí minh,quận 4,198 hoàng diệu - phường 9 - quận 4 - tp. hcm,1436640.0,2022-08-30,2024-11-01,Thú cưng,,,,,,,,
9345,4410450.0,hồ chí minh,quận 4,"448a nguyễn tất thành, phường 18, quận 4, tp.hcm",334170.0,2022-03-26,2024-09-26,19,,,,,,,,
9346,18601867.0,hồ chí minh,quận 4,"đoàn văn bơ, q. 4, tp. hcm",824723.0,2020-11-25,2021-11-25,61,,,,,,,,
9347,4074908.0,hồ chí minh,quận 4,"13 đường số 11,phường 4, quận 4, tp hồ chí minh",313571.0,2020-01-13,2021-01-03,61,,,,,,,,
9348,45811776.0,hồ chí minh,quận 4,"448 vĩnh khánh, phường 8, quận 4, hồ chí minh",500251397.0,2022-12-20,2025-03-14,3949,,,,,,,,
9349,41280321.0,hồ chí minh,quận 4,"527 lô r, đoàn văn bơ, phường 9, quận 4, tp:hồ chí minh",1388641.0,2022-07-31,2024-10-22,77,,,,,,,,
9350,57473818.0,hồ chí minh,quận 4,"756/78/22 đoàn văn bơ, p.16, q.4, tp.hồ chí minh",500412581.0,2023-12-20,2025-12-16,77,,,,,,,,
9351,707363.0,hồ chí minh,quận 4,"số 39 đường 41, phường 6, quận 4, tp.hcm",120092.0,,2018-02-20,63,,,,,,,,
9352,48797995.0,hồ chí minh,quận 4,"119c gò dầu, tân quý, tân phú, hcm",500170167.0,2023-03-27,2025-06-23,77,,,,,,,,
9353,55220663.0,hồ chí minh,quận 4,396/1 nguyễn tất thành phường 18 quận 4,500350536.0,2023-10-13,2024-10-15,Quán ăn,,,,,,,,
9354,12121468.0,hồ chí minh,quận 4,"817 đoàn văn bơ,p18, q4, tp.hcm",660462.0,2020-04-23,2021-04-21,3472,,,,,,,,
9355,37156019.0,hồ chí minh,quận 4,"196 hoàng diệu, p.8, q.4, hcm",1211552.0,2021-12-22,2024-03-21,15,,,,,,,,
9356,31170377.0,hồ chí minh,quận 4,"129f/123a1 nguyễn văn hào, p. 8, q.4, tp. hồ chí minh",1219571.0,2021-12-30,2024-04-08,63,,,,,,,,
9357,44288181.0,hồ chí minh,quận 4,"phường 1, quận 4, tp. hồ chí minh",500270211.0,2023-07-24,2024-08-04,65,,,,,,,,
9358,1926162.0,hồ chí minh,quận 4,169 - bến vân đồn- phường 6 - quận 4 - tphcm,217825.0,2018-08-04,2023-08-05,11957,,,,,,,,
9359,49248677.0,hồ chí minh,quận 4,"16 phan bội châu, thạch thang, hải châu, đà nẵng",500187129.0,2023-04-08,2024-04-07,Trà sữa/Cà phê/Đồ uống,,,,,,,,
9360,5192441.0,hồ chí minh,quận 4,"12 chu mạnh trinh, phường bình thọ, tp.thủ đức",370463.0,2021-12-17,2022-12-24,3949,,,,,,,,
9361,40045236.0,hồ chí minh,quận 4,"số 115 vĩnh hội,p4,q4,thành phố hcm",1329875.0,2022-05-13,2023-05-11,3949,,,,,,,,
9362,37983143.0,hồ chí minh,quận 4,"232/12 vĩnh khánh, phường 8 quận 4, hồ chí minh.",1236464.0,2022-01-25,2023-02-25,61,,,,,,,,
9363,52019379.0,hồ chí minh,quận 4,"b12 nguyễn trần thiến, phường 18, quận 4, tp.hcm",500268757.0,2023-07-11,2025-07-25,77,,,,,,,,
9364,718407.0,hồ chí minh,quận 4,a,124494.0,,2018-04-15,77,,,,,,,,
9365,11880611.0,hồ chí minh,quận 4,"23 nguyễn khoái , phường 1, quận 4, tp hcm",706823.0,2020-06-22,2021-06-22,77,,,,,,,,
9366,13723203.0,hồ chí minh,quận 4,"277/54 bến vân đồn, phường 2, quận 4, hồ chí minh",714122.0,2020-07-03,2024-07-03,77,,,,,,,,
9367,32036704.0,hồ chí minh,quận 4,"262/86a tôn thất thuyết, phường 3, quận 4 , tp.hcm",985219.0,2021-09-06,2022-10-01,9,,,,,,,,
9368,32360677.0,hồ chí minh,quận 4,"142 tôn đản, phường 10, quận 4, tp hcm",988802.0,2021-08-09,2022-09-07,3472,,,,,,,,
9369,45512357.0,hồ chí minh,quận 4,"chung cư topaz home 2 - block b, đường số 138, phường tân phú, tp thủ đức, hồ chí minh.",500043523.0,2022-12-09,2023-12-20,73,,,,,,,,
9370,1353185.0,hồ chí minh,quận 4,"233 tôn đản, p.15, quận 4 , tp.hcm",1404414.0,2022-08-05,2024-08-12,15,,,,,,,,
9371,49762795.0,hồ chí minh,quận 4,"65 hoàng diệu, p13, q4, tphcm",500369026.0,2023-04-28,2025-05-05,Quán ăn,,,,,,,,
9372,44047097.0,hồ chí minh,quận 4,"15 đường số 34, phường 6, quận 4, hcm",200019406.0,2022-10-14,2025-01-25,63922,,,,,,,,
9373,51172298.0,hồ chí minh,quận 4,"16 đường 16, p.4, quận 4, hcm",500246582.0,2023-06-21,2025-06-25,69,,,,,,,,
9374,9286548.0,hồ chí minh,quận 4,"129f/138/64ter bến vân đồn, phường 06, quận 04, tp hồ chí minh",552924.0,2019-10-23,2024-01-17,9,,,,,,,,
9375,129193.0,hồ chí minh,quận 4,"b134/33a nguyễn thần hiến, phường 18, quận 4, hồ chí minh",498928.0,2019-08-10,2024-08-07,67,,,,,,,,
9376,51506731.0,hồ chí minh,quận 4,"29 tôn đản, phường 15, quận 4, tp hồ chí minh",500252821.0,2023-06-23,2024-06-21,61,,,,,,,,
9377,405164.0,hồ chí minh,quận 4,l4-l6 cư xá vĩnh hội quận 4,93383.0,,2018-02-01,77,,,,,,,,
9378,16157241.0,hồ chí minh,quận 4,"193 tôn thất thuyết, phường 3, quận 4, tp.hcm",789183.0,2020-10-14,2024-11-12,73,,,,,,,,
9379,49836853.0,hồ chí minh,quận 4,"958/10/13/14 lạc long quân, phường 8, quận tân bình, thành phố hồ chí minh",500202233.0,2023-04-28,2024-04-23,Trà sữa/Đồ uống,,,,,,,,
9380,20232624.0,hồ chí minh,quận 4,"245/4 bến vân đồn, phường 5, quận 4, tphcm",845344.0,2020-12-26,2023-01-03,3949,,,,,,,,
9381,959445.0,hồ chí minh,quận 4,"q28 nguyễn hữu hào, phường 06, quận 04, thành phố hồ chí minh",272005.0,2018-10-24,2025-05-07,9,,,,,,,,
9382,48756751.0,hồ chí minh,quận 4,58/34b lương thế vinh tân thới hòa tân phú,500168682.0,2023-04-28,2024-04-24,61,,,,,,,,
9383,55207978.0,hồ chí minh,quận 4,"f48 đường 50, phường 02, quận 4, thành phố hồ chí minh",500352966.0,2023-10-16,2026-10-11,Quán ăn,,,,,,,,
9384,4530743.0,hồ chí minh,quận 4,"209/26b đường tôn thất thuyết, phường 3, quận 4, tp.hcm",714523.0,2018-11-14,2022-06-30,3949,,,,,,,,
9385,49514914.0,hồ chí minh,quận 4,"đường 19/5 khóm 2, phường 1, duyên hải, trà vinh",500195351.0,2023-04-20,2025-04-19,9,,,,,,,,
9386,56077337.0,hồ chí minh,quận 4,"5 phạm vấn phú thọ hòa, tân phú, hồ chí minh",500372438.0,2023-11-10,2024-11-04,77,,,,,,,,
9387,50493736.0,hồ chí minh,quận 4,"số 39a nguyễn văn đậu, phường 6, quận bình thạnh, thành phố hồ chí minh, việt nam",500230931.0,2023-07-05,2024-07-02,Bida,,,,,,,,
9388,42440283.0,hồ chí minh,quận 4,"99 tân vĩnh, phường 6, quận 4, tp hồ chí minh",1437932.0,2022-09-09,2023-09-01,77,,,,,,,,
9389,57557189.0,hồ chí minh,quận 4,"016 lô c2 đường số 45, phường 6, quận 4, tp hcm",500414791.0,2023-12-18,2024-12-18,Quán ăn,,,,,,,,
9390,51729136.0,hồ chí minh,quận 4,"77c cmt8, kp hòa long, lái thiêu, thuận an, bình dương",500287875.0,2023-08-01,2025-08-20,Cửa hàng gas,,,,,,,,
9391,10535294.0,hồ chí minh,quận 4,"118 vĩnh hội, phường 4, quận 4, tphcm",598817.0,2019-12-28,2020-12-26,65,,,,,,,,
9392,21703182.0,hồ chí minh,quận 4,"số 346 bến vân đồn, phường 1, quận 4, thành phố hồ chí minh",861471.0,2021-01-20,2026-01-19,3949,,,,,,,,
9393,7165010.0,hồ chí minh,quận 4,"số 21,đường 17, phường 4, quận 4, tp hồ chí minh",464973.0,2019-06-11,2024-06-11,61,,,,,,,,
9394,1809959.0,hồ chí minh,quận 4,"số 1 tôn thất thuyết, phường 1, quận 4, hcm",210340.0,,2027-10-10,65,,,,,,,,
9395,7689892.0,hồ chí minh,quận 4,"237 hoàng diệu, phường 8, quận 4, tp hồ chí minh",485490.0,2019-07-12,2024-10-03,67,,,,,,,,
9396,57301582.0,hồ chí minh,quận 4,"ấp giồng kiến, xã phú long huyện bình đại tỉnh bến tre",500408127.0,2023-12-13,2024-12-30,61,,,,,,,,
9397,53636954.0,hồ chí minh,quận 4,"615b phạm văn chí, p.7, q.6, hồ chí minh",500318604.0,2023-09-12,2025-09-04,Cà phê,,,,,,,,
9398,47500449.0,hồ chí minh,quận 4,"242/6a, nguyễn xí, p13, bình thạnh, hcm",200029630.0,2023-02-28,2025-05-28,Thẩm mỹ viện & Spa,,,,,,,,
9399,47024563.0,hồ chí minh,quận 4,"99 nguyễn văn nghi, p.7, gò vấp, hcm",500103190.0,2023-01-18,2024-01-25,9,,,,,,,,
9400,34346956.0,hồ chí minh,quận 4,"144/22 nguyễn khoái, phường 02, quận 4, thành phố hồ chí minh",1119840.0,2021-09-28,2025-02-24,15,,,,,,,,
9401,41509356.0,hồ chí minh,quận 4,"243a/22 hoàng diệu, phường 8, quận 4, hồ chí minh",1383452.0,2022-07-15,2024-07-20,77,,,,,,,,
9402,53519068.0,hồ chí minh,quận 4,km 19 xã hàm trí huyện hàm thuận bắc tỉnh bình thuận,500312228.0,2023-08-26,2025-08-25,Cà phê,,,,,,,,
9403,45786383.0,hồ chí minh,quận 4,"98b đường nguyễn tất thành, phường 13, quận 4, thành phố hồ chí minh, việt nam",500088053.0,2022-12-29,2024-12-26,3949,,,,,,,,
9404,1291673.0,hồ chí minh,quận 4,68/17 hoàng diệu p12 q4,169808.0,,2018-09-01,77,,,,,,,,
9405,50544358.0,hồ chí minh,quận 4,"132/13 đoàn văn bơ, p14, q4",500224405.0,2023-05-26,2024-06-01,Quán ăn,,,,,,,,
9406,23738403.0,hồ chí minh,quận 4,"d65 khu tái thiết, đường hoàng diệu, phường 08, quận 4, thành phố hồ chí minh,việt nam",200031962.0,2023-03-24,2025-06-21,Massage,,,,,,,,
9407,46254749.0,hồ chí minh,quận 4,"756/39/3 đoàn văn bơ, phường 16, quận 4, thành phố hồ chí minh",500077325.0,2022-12-22,2024-03-30,65,,,,,,,,
9408,53128193.0,hồ chí minh,quận 4,"2 tân kỳ tân qúy, phường 15, tân bình",500317453.0,2023-09-21,2024-09-25,Cà phê,,,,,,,,
9409,10561558.0,hồ chí minh,quận 4,"113 khánh hội, phường 6, quận 4, tp.hồ chí minh.",644736.0,2020-03-13,2022-03-11,77,,,,,,,,
9410,1860332.0,hồ chí minh,quận 4,"19 tân vĩnh, p.4, q.4, tp.hcm",216489.0,,2019-01-20,77,,,,,,,,
9411,48089164.0,hồ chí minh,quận 4,"233/4c nguyễn văn cừ, phường an hòa, qunận ninh kiều, thành phố cần thơ, việt nam",500146449.0,2023-03-15,2025-03-09,61,,,,,,,,
9412,39181168.0,hồ chí minh,quận 4,"243/44 tôn đản , phường 15 , quận 4 , thành phố hồ chí minh",1304364.0,2022-05-11,2024-08-05,11957,,,,,,,,
9413,48114053.0,hồ chí minh,quận 4,"318/56/8 thống nhất, f16, gò vấp",500143698.0,2023-03-17,2024-03-25,77,,,,,,,,
9414,7801700.0,hồ chí minh,quận 4,"64/50/8 nguyễn khoái phường 2, quận 4, tp hcm",490067.0,2019-09-16,2020-09-13,67,,,,,,,,
9415,46257785.0,hồ chí minh,quận 4,"số 77 tân vĩnh, p6, quận 4, tp. hồ chí minh",500383285.0,2023-11-23,2025-11-14,Giặt là,,,,,,,,
9416,1978079.0,hồ chí minh,quận 4,"chung cư gold view, 346 bến vân đồn, phường 1, quận 4, tp. hồ chí minh",220975.0,2019-10-10,2022-10-09,63,,,,,,,,
9417,44449782.0,hồ chí minh,quận 4,"137/25 bến văn đồn, phường 6, quận 4, hcm",1516459.0,2022-10-31,2023-11-30,75,,,,,,,,
9418,1326183.0,hồ chí minh,quận 4,"277 đường hoàng diệu, phường 6, quận 4, tp hồ chí minh",164191.0,,2022-05-12,77,,,,,,,,
9419,36546010.0,hồ chí minh,quận 4,"c60 xóm chiếu, p13, quận 4, tp hcm",1178055.0,2021-11-24,2024-02-22,9,,,,,,,,
9420,44996323.0,hồ chí minh,quận 4,"33 lê thạch, p12, quận 4, hcm",500021071.0,2022-11-16,2024-11-11,3949,,,,,,,,
9421,17768349.0,hồ chí minh,quận 4,"số 9 đường 34, phường 5, quận 4",811638.0,2020-11-09,2021-11-08,3949,,,,,,,,
9422,47178896.0,hồ chí minh,quận 4,"17 mạc cửu, thị trấn kiên lương, tỉnh kiên giang",500109170.0,2023-01-31,2025-06-30,Quán ăn,,,,,,,,
9423,15840910.0,hồ chí minh,quận 4,"546 đặng văn bơ, phường 14, quận 4, hcm",778982.0,2020-09-25,2023-01-05,15,,,,,,,,
9424,4684060.0,hồ chí minh,quận 4,"đường số 2, phường 4, quận 4, tp. hồ chí minh",346794.0,2018-11-23,2020-09-02,11957,,,,,,,,
9425,8628949.0,hồ chí minh,quận 4,"chung cư tôn thât thuyết, phường 1, quận 4 lô m2",526244.0,2019-09-13,2024-02-05,77,,,,,,,,
9426,383452.0,hồ chí minh,quận 4,số 1 tôn thất thuyết p1 q4,91343.0,,2017-10-31,15,,,,,,,,
9427,17892702.0,hồ chí minh,quận 4,"92b/21 tôn thất thuyết, phường 15, quận 4, thành phố hồ chí minh",813787.0,2020-11-15,2021-11-25,9,,,,,,,,
9428,45264144.0,hồ chí minh,quận 4,"b95 xóm chiếu, p16, quận 4, hồ chí minh",500044166.0,2022-11-26,2025-05-30,77,,,,,,,,
9429,46134412.0,hồ chí minh,quận 4,"106 hoàng diệu, phường 12 , quận 4 , tp hcm",500078896.0,2022-12-23,2025-03-20,3949,,,,,,,,
9430,7886599.0,hồ chí minh,quận 4,"4.70, tầng 4, khu officetel - kỹ thuật, tòa nhà river gate, 151-155 bến vân đồn, phường 6, quận 4, tp hcm",493525.0,2019-10-16,2021-02-25,15,,,,,,,,
9431,647307.0,hồ chí minh,quận 4,115 khánh hội q4  tp.hcm,118827.0,,2018-05-01,73,,,,,,,,
9432,39554300.0,hồ chí minh,quận 4,"40/42/9 nguyễn khoái, p. 2, q. 4, tp. hcm",1308795.0,2022-08-23,2023-09-25,9,,,,,,,,
9433,5837423.0,hồ chí minh,quận 4,"346 bến vân đồn, phường 1, quận 4, thành phố hồ chí minh",690138.0,2020-06-01,2022-12-06,15,,,,,,,,
9434,45402147.0,hồ chí minh,quận 4,"tằng trệt block b, the goldview, 346 bến vân đồn, phường 1, quận 4, thành phố hồ chí minh",500038924.0,2022-11-24,2027-12-01,3949,,,,,,,,
9435,24917232.0,hồ chí minh,quận 4,243/11 tôn đản- p.15- q. 4 - tp. hồ chí minh,896085.0,2021-03-25,2024-10-04,3949,,,,,,,,
9436,49649586.0,hồ chí minh,quận 4,"45 nguyễn khoái, phường 1, quận 4, tphcm",200034770.0,2023-04-22,2025-04-20,Nails Mi,,,,,,,,
9437,262771.0,hồ chí minh,quận 4,"68/17 hoàng diệu, p.12, q.4, tphcm",74334.0,,2026-05-15,77,,,,,,,,
9438,51689643.0,hồ chí minh,quận 4,"151-155 bến vân đồn, p6, q4, hcm",500268145.0,2023-07-15,2026-01-12,Vàng bạc,,,,,,,,
9439,36782054.0,hồ chí minh,quận 4,"129/9m cxvh bến vân đồn, p6 quận 4, tp.hcm",1188623.0,2021-12-14,2025-12-13,61,,,,,,,,
9440,46477240.0,hồ chí minh,quận 4,"138 lê quốc hưng, p.13, q.4, hcm",500343143.0,2023-09-30,2024-10-01,71,,,,,,,,
9441,17398120.0,hồ chí minh,quận 4,"tôn thất huyết, phường 4,quận 4, hồ chí minh",804763.0,2020-11-02,2023-07-30,3472,,,,,,,,
9442,4718205.0,hồ chí minh,quận 4,"289a tôn đản, q4, tp hcm",346161.0,2018-11-05,2020-02-25,19,,,,,,,,
9443,11579718.0,hồ chí minh,quận 4,"346 bến vân đồn, phường 1, quận 4, hồ chí minh",677985.0,2020-05-18,2021-05-12,63922,,,,,,,,
9444,24921001.0,hồ chí minh,quận 4,"25 tôn đản, phường 13, quận 4, thành phố hồ chí minh, việt nam",500360276.0,2023-11-07,2025-02-11,77,,,,,,,,
9445,2617685.0,hồ chí minh,quận 4,"134/43a đoàn văn bơ, phường 9, quận 4, tp. hồ chí minh",255352.0,2018-03-08,2019-12-10,9,,,,,,,,
9446,39721814.0,hồ chí minh,quận 4,"6 bis p1 nguyễn tất thành, phường 1, quận 4, hồ chí minh",1309426.0,2022-04-26,2023-04-26,19,,,,,,,,
9447,56293779.0,hồ chí minh,quận 4,"137/18 ngô quyền, phường 6, quận 10, hồ chí minh",500380582.0,2023-11-13,2024-11-11,77,,,,,,,,
9448,37257100.0,hồ chí minh,quận 4,"44j, tôn thất thuyết, phường 3,quận 4, thành phố hồ chí minh",1213351.0,2021-12-27,2024-12-23,77,,,,,,,,
9449,30822325.0,hồ chí minh,quận 4,"chung cư  tôn thất thuyết, phường 1, quận 4, tp.hcm",969219.0,2021-06-30,2022-08-30,11957,,,,,,,,
9450,10701436.0,hồ chí minh,quận 4,"20/118 bis đoàn văn bơ, phường 9 , quận 4, thành phố hồ chí minh",609358.0,2020-01-14,2022-07-13,15,,,,,,,,
9451,5309035.0,hồ chí minh,quận 4,"12 tôn đản, phường 13, quận 4, thành phố hồ chí minh.",376102.0,2018-12-31,2025-01-16,77,,,,,,,,
9452,2817679.0,hồ chí minh,quận 4,"tòa g2 - p1207 - chung cư galaxy 9 - số 9 nguyễn khoái - p1- quận 4, tp.hcm",264573.0,2018-03-31,2019-07-21,77,,,,,,,,
9453,7044616.0,hồ chí minh,quận 4,"căn hộ số 5.32, khu officetel rivergate, 151-155 bến vân đồn, phường 6, quận 4, thành phố hồ chí minh",462233.0,2019-07-04,2021-07-03,77,,,,,,,,
9454,16818046.0,hồ chí minh,quận 4,"lầu 9, unit 9.4a, tòa nhà ree tower, số 9, đường đoàn văn bơ, phường 13, quận 4, thành phố hồ chí minh, việt nam",1186347.0,2021-12-27,2024-04-09,11957,,,,,,,,
9455,43610777.0,hồ chí minh,quận 4,"lô m1 009, chung cư tôn thất thuyết, phường 1, quận 4, hồ chí minh",1486269.0,2022-09-30,2025-03-20,15,,,,,,,,
9456,6512734.0,hồ chí minh,quận 4,346 bến vân đồn p.1 quận 4 tp.hcm,437079.0,2019-04-24,2023-10-23,67,,,,,,,,
9457,30174397.0,hồ chí minh,quận 4,"155 bến vân đồn, phường 6, quận 4, hồ chí minh",950771.0,2021-06-15,2022-06-14,15,,,,,,,,
9458,13901373.0,hồ chí minh,quận 4,"241 bến vân đồn, phường 5, quận 4, thành phố hồ chí minh",735912.0,2020-08-01,2021-08-29,3949,,,,,,,,
9459,11786580.0,hồ chí minh,quận 4,"30/7 đoàn văn bơ, phường 9, quận 4, tphcm",648432.0,2020-03-19,2023-09-17,61,,,,,,,,
9460,7706328.0,hồ chí minh,quận 4,"13 đường 34, phường 6, quận 4, thành phố hồ chí minh",473827.0,2019-07-13,2020-07-11,77,,,,,,,,
9461,2426629.0,hồ chí minh,quận 4,"189q/12 tôn thất thuyết, phường 3, quận 4, tp.hcm",247005.0,2018-01-22,2020-04-11,77,,,,,,,,
9462,47992075.0,hồ chí minh,quận 4,"số 9 nguyễn khoái, quận 4",500153725.0,2023-03-13,2025-06-09,77,,,,,,,,
9463,49166212.0,hồ chí minh,quận 4,"96a nguyễn thái học, kv3, p1, tp vị thanh, hậu giang",500183370.0,2023-04-07,2024-04-06,77,,,,,,,,
9464,37452076.0,hồ chí minh,quận 4,"1/2 căn 209/56 tôn thất thuyết, p.3, q.4, hcm",1219758.0,2021-12-31,2024-07-01,63,,,,,,,,
9465,26042806.0,hồ chí minh,quận 4,"55 vĩnh hội, phường 4, quận 4, tp hồ chí minh",905516.0,2021-04-02,2025-10-04,77,,,,,,,,
9466,44813785.0,hồ chí minh,quận 4,91/2 nguyễn khoái quận 4 tphcm,500013185.0,2022-11-16,2026-05-04,3949,,,,,,,,
9467,1997122.0,hồ chí minh,quận 4,459 huỳnh văn bánh,220356.0,,2027-10-31,77,,,,,,,,
9468,11638587.0,hồ chí minh,quận 4,874/28/28b đoàn văn bơ - phường 16 -quận 4 - tp hồ chí minh,642906.0,2020-03-11,2021-03-10,65,,,,,,,,
9469,20185932.0,hồ chí minh,quận 4,"119 lê văn linh, phường 13, quận 4, hồ chí minh",845044.0,2020-12-28,2022-04-26,3949,,,,,,,,
9470,50501522.0,hồ chí minh,quận 4,"phổ thuận, đức phổ, quảng ngãi",500228444.0,2023-05-26,2024-05-25,Cà phê,,,,,,,,
9471,55728467.0,hồ chí minh,quận 4,"18/18  trần phú, đài sơn, phan rang, ninh thuận",500383365.0,2023-11-14,2026-01-30,77,,,,,,,,
9472,13678841.0,hồ chí minh,quận 4,"23, vĩnh hội, quận 4",712484.0,2020-06-25,2021-06-27,63922,,,,,,,,
9473,1733539.0,hồ chí minh,quận 4,"b408 bis, đoàn văn bơ, phường 18, quận 4, tp. hồ chí minh",182764.0,,2020-03-02,77,,,,,,,,
9474,19609.0,hồ chí minh,quận 4,"c200/43 xóm chiếu, q4",16057.0,,2019-09-16,15,,,,,,,,
9475,18882220.0,hồ chí minh,quận 4,"k42 hoàng diệu, phường 6, quận 4, thành phố hồ chí minh",1328191.0,2022-05-15,2023-05-22,3949,,,,,,,,
9476,38104984.0,hồ chí minh,quận 4,"327/34 tôn thất thuyết, phường 01, quận 4, thành phố hồ chí minh, việt nam",1385285.0,2022-12-28,2024-03-30,77,,,,,,,,
9477,3104850.0,hồ chí minh,quận 4,"p13.24, tòa nhà rivergate 151-155 bến vân đồn
	 phường 6, quận 4, thành phố hồ chí minh",247926.0,2018-05-05,2019-05-04,77,,,,,,,,
9478,42990323.0,hồ chí minh,quận 4,"95 tân vĩnh, phường 6, quận 4, thành phố hồ chí minh",1445253.0,2022-09-08,2024-12-06,15,,,,,,,,
9479,39547830.0,hồ chí minh,quận 4,"47/13 nguyễn hữu hào, phường 9, quận 4, tphcm",1308400.0,2022-04-21,2023-04-19,61,,,,,,,,
9480,48102358.0,hồ chí minh,quận 4,"123/2n phan văn hớn, hóc môn, tp.hcm",500153727.0,2023-03-13,2025-06-09,Pet spa,,,,,,,,
9481,849986.0,hồ chí minh,quận 4,"266/10 tôn đản, phường 8, quận 4, tp hcm",142454.0,,2018-06-10,77,,,,,,,,
9482,1199447.0,hồ chí minh,quận 4,"58/4 tôn thất thuyết, p18, q4",162936.0,,2024-01-31,15,,,,,,,,
9483,41744835.0,hồ chí minh,quận 4,"158/30 đoàn văn bơ, phường 9, quận 4, hcm",1391544.0,2022-07-27,2024-10-27,19,,,,,,,,
9484,51674296.0,hồ chí minh,quận 4,"an phước, long thành, đồng nai",200040993.0,2023-07-05,2023-09-08,Thẩm mỹ viện & Spa,,,,,,,,
9485,1019234.0,hồ chí minh,quận 4,"số 9 đoàn văn bơ, phường 12, quận 4, tp. hcm",138526.0,,2019-03-15,15,,,,,,,,
9486,48280213.0,hồ chí minh,quận 4,"301 tôn đản, phường 15, quận 4, thành phố hồ chí minh, việt nam",500425888.0,2023-12-30,2025-01-08,71,,,,,,,,
9487,47421440.0,hồ chí minh,quận 4,"số 2 đường số 40, phường 04, quận 04, thành phố hồ chí minh",500115519.0,2023-02-10,2024-02-07,63,,,,,,,,
9488,36379156.0,hồ chí minh,quận 4,"703-8208 okayama ken, okayama shi, imazaike 447-1, famyu-bibo b-101",1163236.0,2021-11-27,2022-11-30,61,,,,,,,,
9489,36121575.0,hồ chí minh,quận 4,"815 lô b5 chung cư phường 3, q4, hcm",1494573.0,2021-11-10,2023-11-08,77,,,,,,,,
9490,18004439.0,hồ chí minh,quận 4,"289a tôn đản, phường 15, quận 4, tp hcm",816099.0,2020-11-15,2021-11-24,3949,,,,,,,,
9491,46668489.0,hồ chí minh,quận 4,"266/2/10 bis, tôn đản, phường 8, quận 4, tp hcm",200026795.0,2022-12-30,2024-06-30,63922,,,,,,,,
9492,54193441.0,hồ chí minh,quận 4,"108 bình thành, bình hưng hòa b, bình tân, hồ chí minh",500334216.0,2023-09-27,2024-09-22,Đồ chơi,,,,,,,,
9493,31999411.0,hồ chí minh,quận 4,184 tôn thất thuyết phường 4 quận 4 thành phố hồ chí minh,984951.0,2021-07-29,2022-08-28,9,,,,,,,,
9494,57817018.0,hồ chí minh,quận 4,c125/87 đoàn văn bơ phường 13 quận 4 hcm,500421372.0,2023-12-27,2024-12-26,77,,,,,,,,
